filename,length,feature_length
KBmULhoBXDY,36,141
5ebptq16Wuk,24,94
rLmNuF9xTPI,38,149
0W_gYR6p-D0,40,157
ARGCM_Abwik,11,41
2c6g-8T_mpE,58,229
jTuNUZEFBJk,49,193
-k199QGbju0,34,134
29JwAQxjWLg,43,169
4mLv61JADOQ,40,157
2ikXOHbSFYU,29,111
-WV5vrm4Lmk,41,161
14uZ08vPcdE,45,175
6AGwgF2X6lM,51,201
26Zs3imuwEg,50,197
79gZULA18OQ,26,101
4BazFix9xzg,44,174
32Ze1OHFeAk,43,169
0VW26aTHE14,39,153
22oPQ9HBJd0,41,161
0D91A_uZK0M,47,185
-KgS-c5lGlE,45,177
i3HsITnarf4,52,205
2bYsOCCAR2o,23,89
4VkDJVQ0GfA,60,237
7-5FcYmgsEw,41,161
8gdvt07xNMs,40,157
0-cjD8-tgL0,53,209
T834Iasgjs4,40,157
R5yfnox-ww0,55,217
b93GiuJ3KpY,56,222
BH_ngeh2_dI,30,116
-3Ptg4uALKc,45,177
1VCiPJXy410,51,202
F8BEKBcVnU4,31,121
2XMCxcnzhsA,52,205
-MfdheNNoKU,50,197
5cKS_KuoU00,36,141
B6oaWvUYzgM,50,197
VtcXTrVLwb8,41,161
3BzKyIKC_0Q,26,100
1YJBSfpC2bw,57,225
6ixbjAeCj1A,53,209
ThUAAmLjUKM,34,133
-AYTdHxF3MQ,35,136
0OFYTok0Rmo,45,177
6cAoOtvgS7I,46,182
mZ_z2lorJeY,60,237
9CKXMBiPZM4,55,217
-3Q3Hgr5lhw,43,169
y8Yv4pnO7qc,37,145
1MxLu0PisK4,43,169
-PztzJ5vBvQ,48,189
-Rjmgv0O_p0,46,181
6hn58SJ4-Ro,49,194
7LoVjl-6wlc,36,141
-XU4IWPlqOA,48,189
DCx_5fHoST0,46,179
GZllrVJzANw,36,141
BF9i94l1YyA,40,157
6TL0D6nLrcE,38,149
UtMZGT9opoU,50,197
0QkmP-TtIFo,24,92
0Pk3d8Qn6p4,51,201
ItnOPd_CktY,52,205
FqVj83mGhKI,28,107
0s49D-LqHwg,53,209
34vOE95ePok,54,213
3poJu4RgSGc,44,173
tM9WWnYfFik,44,173
3lLlEp9I-Is,43,169
ksCMf478CrE,48,189
26nDBWMlh9k,42,165
8ur2OpVZCfI,54,214
2IRTIUYmEGw,39,153
CGAvGtSlk3U,30,118
-Stm1mHROCY,42,165
87NGbSJJ_Do,58,228
-lSURFHHouY,60,237
1KZ0cJhqmW4,36,141
6BMvvPBnj_I,50,197
9t166XYFmPQ,46,181
2hV3JUQO2OQ,35,138
3JEmmNL8M7U,29,113
08Cm_RuvHmk,46,181
3UlkL9_Wc88,27,103
nbjXrDmWMQg,52,205
4q6e_ZDFOZI,60,237
6wmjb19uPf8,29,111
81-cd_Kh-Ko,48,189
nzwmPWAAQFg,30,117
9OEKNfIpojk,33,129
0Stq3XQqmYE,48,187
2dxn4R8BGxE,35,138
-WZufs_QKAs,49,191
PgLT9HSWxEk,34,134
NJUl3gPX07o,43,169
0UN02RkbG_U,17,63
6R6z8FOCIVE,44,173
75_x8Qldauk,34,133
YTfbske47gQ,44,173
jUo6qDCh-2k,49,193
0zrWthXnRWQ,42,163
5eu8XKs-H-M,46,179
008McBfX2O0,47,183
I-DxUDHO_5Q,55,217
0VHVqjGXmBM,43,169
0P_4VXwIYSg,43,169
-C-EGagVRfc,42,165
6_cyCHYfcq0,38,149
6d01Zd_W4qU,45,177
_3kxB2-MfWI,53,209
RJmH-Tx9XuQ,53,209
1HWXmpGplZ8,32,126
c5Il2Mx1Wrw,38,149
JhjENNuw-OE,54,213
1t63KIS6F4I,42,165
9klHi8Gt8OA,30,118
6I1Zw5T91NQ,40,157
6ty4Rhu7Y5Q,45,177
1_0T2ZIjWnw,37,145
-cOAWp1vWHU,34,133
-wJ_UfBsiR0,43,169
09CxTd_olO4,44,173
-kxIdJwPRq8,43,169
7eQi5_oKlek,43,169
l-j3Qpob8BM,46,182
2v56Xt_bqTg,43,169
0PGINPWtn20,33,127
-Tpb87qlrCE,40,156
9-tUObAs28M,59,233
-xSgTIOGmGQ,60,237
57fIhnZBDeI,38,149
NL6jHUlyftE,44,173
1Cs5k18maNE,52,205
8uBHEGhU5nU,31,119
loKkvegkPJ8,46,181
6wPB8RS0VEk,22,84
9GPzgoplTVw,59,231
2B9pFNg81uU,45,177
0Omr0ghvSl0,40,157
3kW99COiygw,48,189
PB3RbO7updc,50,197
2HfdiFwduCQ,28,109
33f2O02h9u4,40,156
1rDXC9f31tE,42,165
02mPLSkKHA0,45,177
AApTo3l6NfA,47,185
7J5dAuZ3TOs,48,189
90Us4j5ZoIw,38,149
6rtaNO8IxNg,55,217
pUn8YqN2meU,45,177
1KUXS0u1h2o,48,189
lb_m2AVVb5M,48,189
-BlHH8Gi9hc,38,147
24OKPZIt8NE,40,157
A4P0IgZQf90,42,165
-TCDqe327us,43,169
-C66I4YOr4o,50,197
ABqwh8oLBJg,34,132
00lWpPDEH9c,56,221
-NcU2cIxoJU,45,177
-9WmXSv1zeY,38,149
Q5lS9H-7UYs,43,169
mZKUFZhLXAE,51,200
_kcsfDD9eio,49,193
2LCsaa2nr4k,44,173
4Kasu4SBTsI,19,71
0fIUmzUs9vw,32,123
McrtE1HOmpo,45,176
ZzCD1btq3D4,48,189
-m_zWYs2Yd0,43,169
KuLE8odpCc8,46,181
8Ic_xtQcoDg,31,118
maxlwbbBWU8,31,123
3H3g6xXCvwc,10,37
-ZtoRdOElFs,46,179
5x3DGo0n9dY,42,163
YW39oh7qA7g,45,177
-ZHUv6brdJo,26,101
8J41CsGYhNI,30,115
-aAH60DpXNg,36,141
03giUeNMTwk,34,134
-P53lJ1ViWk,38,149
Yjj5d4T2KlE,14,52
2eMeVbchV9E,37,145
0HEJ17Vbqrw,40,157
25WtH9QAVbA,18,70
52bVHNtimMk,42,165
7MS-7J8oWa4,50,195
2Y8JQo5IviE,48,189
QNRche7AZkM,39,151
3KkUbQHnExo,40,157
1gOpSK9iZcM,14,51
vGxfIpG97dU,60,237
EHwlgNGg4ho,58,229
3-GYJUnx-sY,48,189
562FC0owaI4,21,82
ZfkO1HlI0zM,47,185
U8rWZXjH2cU,52,206
-k0-cBkvVr4,36,141
2RKUU7SaS6I,49,193
iE8pSulXDuc,26,102
2diTm8p7mTQ,43,169
14m3h3_v_qw,44,173
gNmZoBiNLzU,51,201
3VUEqSpFZu0,43,169
0WG4M3HAgv4,46,181
2Vtak7T92Rc,44,172
2uFIpLZhMvU,21,82
AUJPBPyRRSk,47,185
0VFJ5fVLe_A,42,165
0R-0dduvkFM,54,214
eaLhdHS_3uU,45,177
6VxbS874dTU,41,161
1_EZv9lcy4I,46,181
Ety4Y4jqYLo,52,207
51RuE59C1Jc,46,181
3YNW8RWWnu4,28,109
VIdtj62MBN0,22,83
03-DiPMGjO4,39,154
7gUtcEATJ7g,40,155
8E-e996Jw8U,51,202
C-I6p8RP7NI,46,179
6i0Zry__NGA,48,189
N4JQ0uzRjpA,42,165
12aXUfObwlY,22,83
56oUIQ96fr8,36,142
0NPGNl24l-k,28,109
rq4oQdSxrnI,43,169
2bp4VxfjKa0,49,191
4Kjv-asH19s,44,173
fN6GeBI-Fdw,39,153
3ZhanyZSPOc,43,169
1LIPq0Qokls,39,153
0BLiYNtFSjA,41,161
0LcRpzwseS4,40,157
779oBlq6pAM,41,161
0NecAFJWmLY,43,169
2QUpm7sq19Q,41,161
0Sam3gPcYLk,46,181
NvJ4XYroKbQ,27,105
4WMTr6_KNc0,44,172
1AmLPfJewkc,51,201
59Zkzw9slJk,60,236
8Zo30kV5aiI,21,82
0N9EN0BEjP0,60,237
9noPpRNvzgc,51,201
5a_LPLNtBQs,43,170
6PZJ6G3TGcA,52,205
5s4UGgNCLrQ,41,161
4mJ-Wwq5ijw,42,165
2U-4QHS0QBc,45,177
405XJYMJw9M,57,224
-mjzkxlVkZg,44,173
1xwe8_27rZo,59,232
h6YMk2FOHHM,37,145
1ZgXgyEJSbc,15,56
3yxvLBzLUQM,40,157
HUm2vzjI6DQ,41,161
1Ki0e5TNezA,27,105
52lnCGbSZeI,35,137
1t3LJn23uCI,40,157
5tRRfYYzjmc,58,227
3Gy1BqqOLpI,38,149
495u-1lHHSc,43,169
1L4RWZNkCC0,59,233
5er9MoTAogc,19,74
-drfe7nm88k,38,149
2S-LTY4_bFs,44,173
fUNXFAJ2Dcs,57,224
UfJg3VBTLow,43,169
1ETeBLkMRwA,45,177
ZyiDGq0qh2s,60,236
0wfUQl1hK_o,53,209
-xxe8rMa1mU,39,154
1z3TrNzmAaw,48,189
2gEhuX9uHgg,39,153
08xkZ57-7K4,38,149
-5xyaoo15yQ,39,153
379GT_UGqiI,40,157
-Ejdbj6I2W4,28,111
Ke1oAMn5aXE,30,115
80D1UrXqUsE,27,103
6jdeSAmkzEU,52,205
1KbUcY1yqhM,40,157
3i0DMLppaH0,53,207
CA5iF0mpXFE,41,161
3kmIqkUsMv4,49,193
6JUlqSNjzpg,47,185
2kyq8LziIiU,44,173
6vfqtuV6Law,37,145
-vz1L4m1QcE,48,189
396IPhSmgL4,38,150
3ygoHdMxOIw,42,165
1IclS24LYxk,47,185
HZ-XFC5qzyM,44,173
3pIfMXVW43M,37,145
4UymqYdJ3nI,17,64
Tfv2TARaCfg,54,213
1xVbxdC1kbQ,46,181
2sZhC_mKeic,43,168
P5H8C-I7Qxc,41,161
9SN9F6nYBcU,47,185
QXnFAcMyAHA,50,197
9q_ZmFjlWwE,40,157
2fVTY-74PHI,59,233
4DDfD4-cEVo,52,205
PEsQ99r4SEI,26,102
mbdAaYZew5k,42,165
YaZx80MEyKs,41,161
7OqOXtp8_tk,46,182
I6u6WZce-W4,52,205
3PjtcoZbBZQ,43,169
7C6H9li-CsE,43,169
6YT8s5xeuu4,32,123
2RkSZkGngY8,50,198
MyUItl-2v0U,39,153
sosmMya-v6k,56,221
4BUKAcdGfaI,46,181
1XaDmkM-AAw,47,185
4JnjuQ0rWvU,35,135
oPR7tUEUptk,42,165
9Bw4d0C2F7E,44,173
-7AATv3puFA,37,145
6UlFvzUQvY0,54,211
IR9Dsnp6jvo,33,129
13psZONEeNU,50,197
1v1VEKFC-sA,60,237
00yZOgawwAo,45,177
4wvpHdmEn3c,28,107
-eTk4J5JTRU,46,181
C46X66FU_Dw,48,189
0B-3DMKtUZE,20,78
7pZVKd-0YRw,23,89
7W3cwaYDvJ0,47,185
48dEzZkLg38,49,193
-9kKj0fbhe0,50,197
-E1Iu6YRIkc,47,185
1kDJI-HCGsg,36,139
0uRLjhAsFGk,33,129
7NyvysSGxhU,32,123
0I95tgSzOpM,13,48
1SWWavOtDqY,53,207
0DNRfKvuv-I,46,181
MVM5RlkTh6E,42,165
QupB4NN8fI0,54,213
1jqsV-Cupx0,58,230
3M62sGpknh8,46,181
-hb5BJ9xxBQ,19,73
5mJXndD2rjQ,43,167
-BdPW1c_3_8,18,67
8IVVKJwYT40,47,185
-03N_1zOM4E,47,185
5QvK9HxX1ec,49,193
1bh-GrgPnp8,15,55
-0TTFAArJ9k,47,185
3m_mLJPZw9k,30,117
7QkwmMU4w1M,51,201
4xDpYgKIOJ0,48,189
2BzsIU85lsg,52,205
tcam-_o4SSA,30,117
K49OWIVNULE,42,165
2FfmlSJA1Vk,30,115
787efDWRVyE,45,177
-yaxcdMDcrs,39,153
Q7z_Q15OBJU,36,141
s8hHjhiYq3c,47,185
b4glNhNvMYU,13,50
lMms5mWwXjw,48,189
-c7szbkrqlE,45,177
03Hgkn0DIA8,45,175
6Chqxpans04,47,185
MwVghEDjyQM,42,165
Ahki8IOZ6Hs,49,193
MfeOJgRozw0,16,59
1mZcd53eOCE,60,237
HLz3N5nG8fQ,41,161
-67jCOryxzQ,22,83
67uP2_5Pux0,39,153
62sDMrOMJGY,44,173
60mG5rW2MQ0,57,224
4yUZ36mi2ZY,49,193
0p68pGdkUnE,37,143
25FbgON8ik4,60,237
2vmrKP7irZY,50,197
0XkFj7HPKjo,43,169
sLQ8X0qPh80,45,175
-pIsxxEYTF4,15,56
4iNH5KcANLw,40,157
0vI8XMhHB-M,32,125
oZtG0jnuBAI,48,189
03Y-DbTforg,37,145
1HWglHhExIM,38,149
6GJOd3UTogc,52,205
Cl9PugV9DCA,21,79
2IsgfovbWC4,23,88
8vNwkQIcrG4,31,121
I7OqRsLtmh0,47,185
jr2kxASSRBY,43,170
3R-I6lSQFe0,33,129
-sX0CbdkM2Y,60,237
q_huhNjRrFs,44,173
9YPnEBtfxHU,55,215
-vrRC2k6nyA,47,185
0MblVdcTD8s,54,213
0012y1s1bJI,38,149
27OL_sLTO64,45,178
BNNAOfjxY3E,37,145
-D19yRsucZ0,45,178
4Iz2-1AbiD4,39,153
73-r6Y7z_DQ,39,151
37bXhxNTyJE,34,133
9ENrIpq1x3A,36,142
SMAOB1Wt6QQ,46,181
3DYMHbOLVEw,48,187
bHfesK3rBE4,38,149
15MbxPQg9Yg,47,185
5VYm2PFJ9iM,56,220
0M3AYnUPk4g,41,161
2VwSb23oeW8,42,165
ee-0JGvEIng,51,201
2K0ZW0gvc1I,41,161
18NpKwKl6Rk,55,216
6LPJDuXC4_U,46,181
-OwoOIYsIXY,43,169
36m1o-tM05g,46,181
6Dwkt-j5Lb0,28,110
81kJH5G1oRg,36,140
spPxCn3I4V8,43,169
1GdLMv_PhPM,54,212
8fAIJO6bfmU,47,185
-udfG4GZmzc,53,210
aouKweCzxj8,55,217
-x7xMm47pfc,54,212
4SuSbEPVVg0,40,157
APv6v40L08g,41,161
CC4NGM8XDg8,53,208
9UVFFl1U_WM,50,198
cVQsteRY8F4,50,195
KiCB6pP6EEo,43,169
A2q9MnpyDKs,34,132
qoVQyvJcKkQ,46,181
D24VVtKo1hM,40,157
6e8U65rgekA,46,182
VulCKZgWspc,42,165
2-5NusVgiz4,53,209
-MuIRudOtxw,53,209
4FHXBQhLgKY,34,134
Gp8F6AaP1OM,45,177
1S2VCrPaFio,35,137
7pRfIpbc9cU,45,178
lKTKLkLPwmI,48,189
7vR0SDgYTuY,52,205
BkM7q3H91nk,34,133
42kfqC2muqM,48,189
-FISWhTWJhk,42,165
5zfgjuAo-Co,48,189
5K_c4LG7CEE,44,174
g6GSkrfyK2E,37,146
3WG5a9iiVcQ,56,220
tTsvjXYDwQQ,42,165
4UT3mhBPiX4,45,177
T5OiGQOZWic,42,165
1t-gK-9EIq4,38,149
-Is-xwitsSQ,60,237
DRHGGhCkixE,45,177
6_59rMcE0os,46,181
C2BFL4F6zOM,15,57
4hJb45sSO6M,25,95
YjScrri_F7U,40,157
Osm09kE9uCY,48,189
2UFTCXrS1SQ,43,168
0TvxfC413RI,35,138
-2qJQqXbtZs,28,110
3a5mx0D8BJU,35,136
KbOySeP46l4,46,181
5L4i10_g54k,45,177
-ggLqUKLPfU,60,236
5fApzVHlBi8,46,181
1914bVcPq0k,48,190
M83C5w1YAdc,29,111
312ti9EH4uY,40,157
B98yOZSj2GE,21,81
-skChoO4NgU,39,153
5LzydjWetN8,60,237
4dDQq_dDp0k,54,207
4aDOd3bXE8I,37,145
3tWGDOFEgAg,57,225
0Rl8HQoTQBc,51,199
3r6w5lzuUAk,47,186
0CzC0-cXe8M,43,169
MhY3XmvO4ZE,40,155
FKXV4EwZ9dY,50,198
QMAuy8Jtnu4,56,219
48hocB3tFmM,53,209
1HSic6L-wtE,46,181
0GZbu00-aMY,42,165
9a4bVuF-s1I,49,194
-NCD5jfkapA,55,217
6R8cO4ARzkY,47,185
Q_yoAT1Z3Yw,33,128
4KbT2wLgN2g,33,127
nZYT9ckbv9A,43,170
6zGSFN2LhRQ,49,193
46ERmKvFFcY,53,209
4Mhv2oHk2g4,52,203
4RVB5w_YOJM,56,219
ArfmOYO50LE,53,209
2_6jiYrY1qU,40,157
IodeRr1vIgE,27,103
9DpQC3IJDuo,50,195
qhyrLOJ7LcQ,40,157
6CAbCbf-8Nc,22,84
VHUZvGxQbFA,38,149
Kd7aHdOwh0I,45,177
97cZHnsspmM,48,189
1cnZrhivdrM,54,213
2e0brTzq_Wg,43,168
VazP0kjlliA,56,221
ODoQDztFbaQ,60,237
4wszySOJd10,55,217
0mTmoXWK1dg,38,149
-qf2TnF310o,39,153
3PVSh7dth8Q,47,185
-JlJFW2q_Q8,42,165
6TQ6OUlf_cc,40,157
Q1RFlE5Ge4E,49,193
J30XVELrIEM,60,237
-5V3sOxJSVc,60,237
7-CHe0iMx8U,52,203
snxMjHP5agw,19,73
rosiOZ0VIHA,48,189
Lw70FBwi_W8,43,169
99HbUc4yrz8,46,181
1DpQeB_Ydto,51,202
XMVoH1JjXw8,44,173
9gVT-c7PFVY,23,87
9DhCitL4-V4,47,185
-T8ZBK2m20E,42,165
Z-761oF0m8Y,51,201
4wv5elReT34,55,218
0cpzmeXrjnA,50,197
4aYK2lPo77c,23,90
711VWSzQQ2w,45,177
6usNpNN9h0w,42,164
A2fwPWv_2vE,56,219
FTsqN6DvDDU,51,201
1cpo-8IgL2c,45,177
0BVkJpD15FM,42,163
-Z0VMUfYaSM,49,192
Rnl06mksbuY,14,53
4DFCW3aPDcY,59,233
4KeFn2nuxqQ,45,177
9fqi8RdCDhY,47,185
2GfYNfKtpK0,48,189
2776AXzEjuU,19,74
muEJOWzBod8,37,145
gKCdntEVJVU,17,64
0IpYF91Fdt0,47,185
-yks9hncucc,51,199
425oTP5Qyfs,33,130
2rYqQH_iBm8,42,165
4afC_5XM6q0,55,217
kaHPxMgc6vY,37,145
3GtvLj8K1F4,41,161
GVNZZR1FcNY,29,111
3-bVVQq-0Cg,57,225
7V_UiXpHdBg,40,155
-lZapwtvwlg,41,162
3T8jTxknb8w,32,125
5IGRrTij-24,45,177
nmNgFcyQoRk,41,161
1_jP96MZWHA,40,157
5VKObGyZK90,56,221
1SzaJobeldE,56,220
KE1CGA65eZo,58,230
0dYNXsTOmPY,54,213
19VvB1fUaZU,42,162
H0MTqgT8UkU,50,196
-81q2Ugx54Y,32,123
60H36n6ImV0,44,173
BSlmq1E1q5U,40,157
0yFn6hHkEMI,41,160
0vt3Z_5zlLc,19,71
uiLrE9GB0Uw,46,181
sVGmh0ZTXVs,42,165
0pcmPoxVqKI,42,165
1eGRqwgzmAE,48,189
03Ybrm3Dmg0,34,134
-fTfRh0_RQ4,44,173
McCDWYgVyps,43,169
4aUDttwGEWE,41,161
5UwANpsCl0I,44,173
3SU6a9jrGgo,46,181
HlMnwIxk2aA,36,142
2y_aFU5sZoU,49,193
m22nwkPy2YY,46,181
3A4NE9jEtlw,20,75
gu742sT-4Y0,47,185
1voE13nZD_M,43,169
42-fMRhOthQ,42,165
gTXz4thnsYQ,38,149
ZellzAMG7Dc,53,210
3xbAoVtkinI,46,181
KU0aL_iR0_I,46,181
5oDKDSJTwgk,43,169
3jK0_3RCwB4,49,193
Vsz6dpRCwSo,40,157
4EWiQwmOcig,47,185
32nDQlgpVX4,43,169
dLLRg0sur6g,53,209
4tUbt7BgSlM,60,237
AACebVo-JXY,41,161
jmlpavrEd8c,58,231
4t7b588zSvI,52,203
5zBNpxyX-KI,45,177
MocXmVbat3s,43,167
B5KE79I2f-A,49,193
606_sP5xcBE,19,74
1BljQ6AdSbM,22,83
-vg8ttgP32I,28,107
raIIQCRNwu0,35,137
4xQcOwfV48Y,42,163
_Qnw4_agm-0,48,189
2GmJKobPYGs,40,155
ai3XR_nPrpI,48,189
-LiUMQU0Plw,42,165
8mLJx0fpzyA,41,161
CE2kv4STaG0,44,173
0ulm4Jt--lQ,50,197
0ReRU3F4o4Q,39,153
6AP5yfUvnho,28,108
26Ti4i2BNdM,40,157
88EfjWBAUkw,51,202
9wZ0yy41cgc,36,141
Z7tQy6Mo_ik,44,173
0g_yb4dWVkY,42,165
5RaXgdulQNg,45,178
MjrDF8uUtBs,26,101
-CZHTNnapBE,60,237
WiNjp9FhaHw,43,169
FzhEJFD0hV4,37,146
11US3h_KX2c,46,181
30pFiprB7oc,50,197
-IVVNTOnTyQ,43,169
0-mtQXN5UFU,41,162
0SKrqLzuLp4,44,173
-Udj_2z80ac,60,237
7raBooHPgTM,60,235
-DPpAs6owBI,32,124
Fm5ZiCupuqc,43,169
-ss06gXsPgI,47,185
3-QgZPCM4nk,46,181
41Lo3wqqRGk,60,236
6_Y5XJW1SZo,48,190
-GM-ogU1Q4s,30,117
9hf5C1-dO4Q,49,193
D0L-M4trkpw,34,133
4y7zBxH_gpU,30,117
3QLkifiUZmE,27,106
3zW_8oVCG44,33,129
Gbdm6UbWl4o,25,96
IUItviB2VsQ,44,173
71cITZqxtAI,42,163
2OFf7xpcUHo,47,185
DCnMWm2AwBs,46,181
2NPlszP-NUI,46,181
27rg0kFTVEk,43,169
6XMdr4iSpO4,20,77
1PN-bfs2EhY,55,217
LVFYimyY7sU,40,157
5VzLFcGaS2o,48,188
48XrJGJ085M,43,169
K8On7nUJuP8,47,183
7jcIdsTZpOI,16,61
Cpwy_3wUjSc,60,237
0RqHkIvB4VY,42,165
3PXNSZDwh6A,36,142
0GJsOYhaGW4,60,237
-We4pq3tsX0,53,209
3WTJWmEPoME,41,161
1iHVA1o1U-Y,40,157
AHoWincIkzc,37,145
DP0-le2mbZg,47,185
-nDi8Zp8Cug,51,201
0WR6BPNosE0,47,185
1EubbOxODxk,25,97
3UQj00coD2U,41,161
0XwW5Ci2lFs,27,106
lh2_fLxQAt0,34,133
QqdmtqL64RA,41,161
3yyyVpB4JME,47,185
5tONJhIrq60,44,173
5OHhv_51NPg,56,219
1oynoQ7zKQM,53,207
4PQAJ_WycUo,47,185
2jDi7HvzTKQ,36,140
9UPjyNjGPLk,43,169
1U38Q2MpYM4,41,161
5tJu4zrNynQ,49,193
031vhuk_TIE,47,185
23MJysqoBEw,20,77
-2Mt0URu_Xo,54,213
05p8zKBzdPU,49,193
0tatQX-nBfs,51,201
07yjBHbzzh0,32,123
7h0NZLvttTo,51,201
V7edkwJsgN0,40,157
WJQ27fShKvk,36,139
lYOw8di2k4I,46,181
-tDq_wE8XUE,21,79
IbKggh9a0iE,60,236
j42ETHcp044,33,127
0aEJqVazVqA,43,169
-wfnaQQEPqs,46,182
dEsYWbxla08,42,165
5xJdFysNSf4,43,169
1RVaGEVn7m8,35,137
-9lhTURiG5A,42,165
3SH7rby-Cqw,27,103
A7IAYA3qF58,24,92
TxuwrWYaUD0,11,40
-s6dPB8fyQQ,51,201
XZ5oHxjfHKY,44,173
3twm2ErD0kM,43,169
b7fP0ON5qIU,37,145
1B4bbn5MePM,49,193
26m-ARnpQY8,57,225
lPyBMsjVG94,34,133
1zMB8Q5LMCE,45,177
3Enq7k2IpvQ,41,162
7MWwSG75mH8,42,165
1F8kDtgfsBs,34,133
22DapbNwnUY,47,185
4q9prFlpfUc,45,177
7o1DlCPuGhQ,45,177
HePIWl6hQ4s,23,90
LxYCCBN7xTU,12,46
-GzxgZnNMmY,42,165
5ntShu2_a-w,55,217
3xWiV-_O_8k,26,99
aDsnFA2GDQw,34,133
5D2E7s9bEf0,39,153
3-h8hGmup0k,50,196
64r4-xEBNeo,45,177
oVd-PG3vmQo,22,84
2hbxKYdO_cw,45,176
yKKMhxuHcJ4,39,153
70nxwCv5v6Y,27,103
871TLjDWOlg,40,157
-5YpkfJk6vI,53,209
mohlfADrrP0,40,157
7M0TfVmYe_8,50,197
94tUB0BvKhM,60,236
-gLgdyK20AU,43,169
1iZqsw6tftM,17,66
-zArbOb6Vr4,36,139
0BKDTGRdzn8,40,157
4vsI0Kwn8jY,51,201
2nyh86pbQck,59,234
4D-0DrOOVaA,50,197
1-3nedESLZs,53,209
PLaVQGIwXCA,26,101
mdC78ZNupCE,32,125
3Y9jG5llsns,24,92
1jxqWh8kOgI,53,209
GnmgSQq6E54,60,237
4jmvM2R2jAY,32,123
15w5MOkhlZI,43,169
97MdiXE8eWg,31,122
1BFpJ67aM6s,38,149
0ZQoWu4HK8s,36,141
7TVGZyB0EOc,47,185
27d7KqVbvE0,41,161
0HOdeJZo398,48,189
2X0lSKi67Vg,44,173
2Xrsg-Vo4tM,37,145
C7ybHpzT-Wc,48,190
0iiwZ2_9Vi8,32,125
-LMCI_EBJvc,42,165
-3cXcRajPSc,38,149
0bedv8B0ve0,40,158
bxKdKUZP41Y,43,169
-wIb1d00Fmc,51,201
3z4y84iHY70,49,193
Dmy4EjohxxU,44,173
39lhrblviZ4,49,191
1H0fdBjsZHc,54,212
E4w7fBwl3-Y,43,169
2pbX5VxvB-Y,40,157
079vcq6drhg,50,197
QPrSIQPpIO0,34,130
RB1Y7vodua4,56,220
7Jn5g4__MkQ,50,197
1JUSlR465lg,43,169
fIer0uCLqSM,44,172
xJq5BhrKS4A,43,167
1uje04K-ZY0,47,185
MPe6ztPtF0Y,36,141
PdXpw_SscLA,46,181
4-l9NnKkXy0,41,161
mA5glWD2sVk,55,217
l-iIfi3SNpw,24,94
1NW3dUhTAoI,52,203
SvRtOYGMWV8,28,108
3fdw7WJRVQc,31,119
5Snq3FTk5Q0,42,165
-ik3jiIikfA,40,156
gS-JeQ0dbTQ,46,181
8VsQP1wDYOo,45,177
-no4r2Y4qRs,15,58
457CqW9Cc6A,51,201
2sSAvURngJY,43,169
3z6dDa2sNqg,42,165
2Ygx_6Q2-NY,22,84
-dMfjQYbj3o,23,88
08kfpTTuYrc,15,56
5csyeJ9nUS0,41,161
4RiKFmKXPKs,48,189
FD1LeLl1xBA,51,202
0h2twJWygNI,41,161
K2nicVw_XRM,25,95
0525ey9R5ss,48,189
DbgRhWmYTJk,14,51
-Z97SP3JvyM,40,157
06si40RVDco,46,181
08guf-U_jYY,34,134
18IpqzEBKtY,31,120
0P01HpD3Hsg,47,185
8Wlvho81zus,43,169
-PN3OIo-oT4,32,125
0ol9zkpsyE0,60,237
5CNyP2X13HI,40,157
9Twv1-flnUw,50,197
-u1FF1blIcA,49,193
7Jcaea97kiQ,45,177
3yJvmPPZVIQ,45,177
ABCUrbSmLuo,56,222
0kP8aQCt2eA,53,209
J0lA7ZDfPLE,53,209
0Y98tzWJkjw,20,77
3IEB5CbBiPs,33,129
1p5jl5JeZx8,46,181
25xFMsRaAic,44,173
6DXsZZhsQRE,41,161
uJJ494MYSmo,34,133
0AcaYTOIa70,49,193
-W9fquoJjVU,22,86
DTZ4khupsCM,37,145
OVhPqvG0ezA,39,153
6-WxHsmNta8,17,65
5HEBNqygbW4,50,198
BeedYSwqgaI,46,181
0bIOZhSEKOE,46,181
AG5ba0awHu0,41,161
1ficajioicg,46,181
32GWBdVZYN8,50,197
EvzXps-qqO8,46,181
8WtFMfpckrA,30,118
-YelHdsH4Sw,38,149
5AXTGbLjNtA,39,153
_XyxrZDZ36E,38,149
53ogMQWPV30,47,186
0OdJqt8BOdM,46,181
30USM0SdMDo,39,153
8CcpUJCVQNA,34,131
3502lHaZQIo,43,169
-pKZwsoIZWU,41,161
3j-Wiq-90_s,46,181
6_OnN2AmCYE,52,205
1iJPZfS8U9M,46,181
8RQReyEWDdA,42,165
ZzK728trMw8,30,116
CTWtiwntfgw,49,192
BZK5xQsIMfs,44,173
2zDyhVx0-70,42,165
5Sfvn0UuUuE,45,177
2jIv5qBTS88,23,90
2fEzJeL-LoI,41,161
9vhmc1YIZpA,24,92
D2HyDCMIQ50,42,165
1VMgM5t-NWU,35,137
BTHtb2nqivY,46,181
2hjGstq_uhU,58,229
-ioDTBNcu94,60,237
3D9nFlR99Qk,47,185
6OkKXI9MZKs,58,230
5sBmfU4dztM,47,185
-qtW20nLO8E,56,221
7bKoyfefqsg,48,187
BAqeRLCcXYI,37,145
5hT-78FdZok,40,157
3X6ETq3FwKw,48,189
7G8ZGuGNrw8,45,177
6BitLl5Bnxw,40,157
-nQ9a0P1TlY,32,125
